debtor,series,Series,counterpart_area,Counterpart-Area,year,value
MEX,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,23.1063024242461
MEX,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,4.51372049281223
MEX,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.26739018950318
MIC,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,69.5234519474514
MIC,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,21.7051444379324
MIC,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.83334309822393
MIC,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.884566566626352
MKD,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,108.899876457942
MKD,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,52.3587441288366
MKD,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,4.28703922022521
MKD,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,2.06119599859004
MLI,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,91.4140543942331
MLI,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,23.3494748981197
MLI,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.02770036750805
MLI,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.262500816673454
MMR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,136.467160135745
MMR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,39.9842237302244
MMR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,0.419669626587893
MMR,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.122961188798673
MNA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,57.5348817212814
MNA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,19.9881228769544
MNA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.93970670323264
MNA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.673871132946559
MNE,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,75.2682230807249
MNE,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,34.895714779199
MNE,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,3.43431631441065
MNE,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.5922113963112
MNG,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,67.6422601282795
MNG,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,42.1460159886973
MNG,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,0.795703542981909
MNG,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.495780805981056
MOZ,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,185.387764022879
MOZ,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,55.588850001753
MOZ,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,5.98246798758505
MOZ,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.7938536416088
MRT,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,172.851162388964
MRT,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,59.9374823018585
MRT,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.90156519515478
MRT,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.659382492169442
MUS,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,107.866611808537
MUS,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,67.075553679274
MUS,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.8049639865678
MUS,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.12239512060583
MWI,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,98.8750879514814
MWI,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,13.513352544671
MWI,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.58264630423912
MWI,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.216301779404723
NER,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,135.071129808511
NER,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,17.9746825164839
NER,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.89220013232758
NER,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.251805820270068
NGA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,27.8115633623866
NGA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.06576421564489
NIC,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,164.328194843013
NIC,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,56.9153005134626
NIC,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,3.48980016377726
NIC,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,1.20869717605712
NPL,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,217.592161294571
NPL,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,34.6388304814777
NPL,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.11994962054125
NPL,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.337478037344325
PAK,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,182.812562459558
PAK,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,23.5958874143371
PAK,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,4.91959616992062
PAK,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.634979542913693
PER,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,99.1646803814915
PER,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,34.1961375238097
PER,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,7.04678231093666
PER,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,2.43002585273411
PHL,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,110.181866020423
PHL,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,34.8045537517125
PHL,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,6.62831910636694
PHL,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,2.09377184243994
PNG,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,29.3567258233482
PNG,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,17.3473573972822
PNG,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.16930248142455
PNG,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.690959481410153
PRY,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,134.430189036815
PRY,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,63.5398860806603
PRY,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.08712239460046
PRY,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.986501024356891
RWA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,15.2769186821418
RWA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.183310584338636
SAS,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,94.6305789186073
SAS,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,18.899886327091
SAS,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.97134987362819
SAS,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.593446383730687
SDN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,208.782455775469
SDN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,34.9845611933378
SDN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.11960208115335
SDN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.187605741942325
SEN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,83.9670256872936
SEN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,18.5756168422383
SEN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.07522723763885
SEN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.459092431956765
SLB,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,76.5632326831608
SLB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,26.9511388099347
SLB,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.38945087487624
SLB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.489102694413931
SLE,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,147.407056918003
SLE,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,18.273620722402
SLE,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.50762559891552
SLE,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.186895925893773
SLV,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,211.816742070479
SLV,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,59.5868367920027
SLV,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,12.1632316137316
SLV,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,3.42167710609767
SOM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,53.5622339659984
SOM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.0138207389457841
SRB,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,221.179402560768
SRB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,60.1970046794306
SRB,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,7.60749902939874
SRB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,2.07048508753278
SSA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,74.4066985129596
SSA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,23.0080061564771
SSA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,2.06692311673559
SSA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.639133045078387
STP,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,819.662838915987
STP,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,108.17973583249
STP,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,7.29770053040998
STP,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.963156163830054
SWZ,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,20.7296851569409
SWZ,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,14.170510950687
SWZ,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.08183687068703
SWZ,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.739527933341263
TCD,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,24.8139712611497
TCD,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.267751666502935
TGO,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,201.748942825934
TGO,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,52.7650803967328
TGO,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,0.510244711533792
TGO,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.133448546738196
THA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,33.7784608146151
THA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,24.8651595188882
THA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,0.906324685711022
THA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.667167992342623
TJK,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,85.4857491877111
TJK,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,28.5112652355737
TJK,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,1.61647261480254
TJK,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.539127046374439
TKM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,7.13700187700112
TKM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.306108413563666
TON,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,204.815244410708
TON,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,31.9495630700693
TON,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,3.10921246396302
TON,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,0.485012626874753
TUN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,100.892466106332
TUN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,56.1437112684718
TUN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,4.53544807812629
TUN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2007,2.52384441771007
TUR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2007,176.012852893827
TUR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2007,39.8040022709746
TUR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2007,8.41764820878315
